state,year,factor
TX,2048,197.66662551367773
TX,2049,187.78990811125442
TX,2050,177.91319070883105
TX,2051,177.91319070883105
TX,2052,177.91319070883105
TX,2053,177.91319070883105
TX,2054,177.91319070883105
TX,2055,177.91319070883105
TX,2056,177.91319070883105
TX,2057,177.91319070883105
TX,2058,177.91319070883105
TX,2059,177.91319070883105
TX,2060,177.91319070883105
TX,2061,177.91319070883105
TX,2062,177.91319070883105
TX,2063,177.91319070883105
TX,2064,177.91319070883105
TX,2065,177.91319070883105
TX,2066,177.91319070883105
TX,2067,177.91319070883105
TX,2068,177.91319070883105
TX,2069,177.91319070883105
UT,2020,822.1044462865316
UT,2021,822.1044462865316
UT,2022,822.1044462865316
UT,2023,822.1044462865316
UT,2024,822.1044462865316
UT,2025,709.9992945201863
UT,2026,507.2840790842878
UT,2027,507.2840790842878
UT,2028,382.83303056491343
UT,2029,382.83303056491343
UT,2030,348.99204571509244
UT,2031,367.37861337942513
UT,2032,385.7651810437579
UT,2033,404.15174870809057
UT,2034,422.5383163724233
UT,2035,440.924884036756
UT,2036,459.4437291662998
UT,2037,477.9625742958436
UT,2038,496.4814194253873
UT,2039,515.000264554931
UT,2040,533.5191096844748
UT,2041,531.314485264291
UT,2042,529.1098608441073
UT,2043,526.9052364239235
UT,2044,524.7006120037397
UT,2045,522.4959875835559
UT,2046,527.3902537963639
UT,2047,532.2845200091718
UT,2048,537.1787862219799
UT,2049,542.0730524347879
UT,2050,546.9673186475958
UT,2051,546.9673186475958
UT,2052,546.9673186475958
UT,2053,546.9673186475958
UT,2054,546.9673186475958
UT,2055,546.9673186475958
UT,2056,546.9673186475958
UT,2057,546.9673186475958
UT,2058,546.9673186475958
UT,2059,546.9673186475958
UT,2060,546.9673186475958
UT,2061,546.9673186475958
UT,2062,546.9673186475958
UT,2063,546.9673186475958
UT,2064,546.9673186475958
UT,2065,546.9673186475958
UT,2066,546.9673186475958
UT,2067,546.9673186475958
UT,2068,546.9673186475958
UT,2069,546.9673186475958
VA,2020,867.5197093423175
VA,2021,867.5197093423175
VA,2022,867.5197093423175
VA,2023,867.5197093423175
VA,2024,867.5197093423175
VA,2025,768.6423040970749
VA,2026,598.5555300798964
VA,2027,598.5555300798964
VA,2028,530.3224042752083
VA,2029,530.3224042752083
VA,2030,533.2986472424565
VA,2031,526.0674791442536
VA,2032,518.8363110460508
VA,2033,511.60514294784804
VA,2034,504.3739748496452
VA,2035,497.14280675144244
VA,2036,466.2780648688695
VA,2037,435.4133229862966
VA,2038,404.5485811037237
VA,2039,373.6838392211507
VA,2040,342.8190973385778
VA,2041,303.929522566536
VA,2042,265.039947794494
VA,2043,226.15037302245216
VA,2044,187.2607982504103
VA,2045,148.3712234783684
VA,2046,124.51718725197989
VA,2047,100.66315102559139
VA,2048,76.8091147992029
VA,2049,52.95507857281441
VA,2050,29.101042346425896
VA,2051,29.101042346425896
VA,2052,29.101042346425896
VA,2053,29.101042346425896
VA,2054,29.101042346425896
VA,2055,29.101042346425896
VA,2056,29.101042346425896
VA,2057,29.101042346425896
VA,2058,29.101042346425896
VA,2059,29.101042346425896
VA,2060,29.101042346425896
VA,2061,29.101042346425896
VA,2062,29.101042346425896
VA,2063,29.101042346425896
VA,2064,29.101042346425896
VA,2065,29.101042346425896
VA,2066,29.101042346425896
VA,2067,29.101042346425896
VA,2068,29.101042346425896
VA,2069,29.101042346425896
VT,2020,457.239104746116
VT,2021,457.239104746116
VT,2022,457.239104746116
VT,2023,457.239104746116
VT,2024,457.239104746116
VT,2025,434.2007795551955
VT,2026,389.44690382546474
VT,2027,389.44690382546474
VT,2028,356.1570750806897
VT,2029,356.1570750806897
VT,2030,344.58279687472486
VT,2031,340.8790278488161
VT,2032,337.1752588229073
VT,2033,333.47148979699864
VT,2034,329.76772077108984
VT,2035,326.0639517451811
VT,2036,325.7112118379517
VT,2037,325.3584719307223
VT,2038,325.00573202349284
VT,2039,324.6529921162634
VT,2040,324.30025220903406
VT,2041,326.3725991640068
VT,2042,328.44494611897954
VT,2043,330.5172930739524
VT,2044,332.5896400289251
VT,2045,334.66198698389786
VT,2046,336.1611315896228
VT,2047,337.66027619534776
VT,2048,339.15942080107277
VT,2049,340.65856540679766
VT,2050,342.15771001252267
VT,2051,342.15771001252267
VT,2052,342.15771001252267
VT,2053,342.15771001252267
VT,2054,342.15771001252267
VT,2055,342.15771001252267
VT,2056,342.15771001252267
VT,2057,342.15771001252267
VT,2058,342.15771001252267
VT,2059,342.15771001252267
VT,2060,342.15771001252267
VT,2061,342.15771001252267
VT,2062,342.15771001252267
VT,2063,342.15771001252267
VT,2064,342.15771001252267
VT,2065,342.15771001252267
VT,2066,342.15771001252267
VT,2067,342.15771001252267
VT,2068,342.15771001252267
VT,2069,342.15771001252267
WA,2020,623.9087109120097
WA,2021,623.9087109120097
WA,2022,623.9087109120097
WA,2023,623.9087109120097
WA,2024,623.9087109120097
WA,2025,526.4643115398867
WA,2026,328.15834494435563
WA,2027,328.15834494435563
WA,2028,147.82006737332244
WA,2029,147.82006737332244
WA,2030,68.34335702569719
WA,2031,54.674685620557746
WA,2032,41.00601421541831
WA,2033,27.33734281027887
WA,2034,13.668671405139435
WA,2035,0
WA,2036,0
WA,2037,0
WA,2038,0
WA,2039,0
WA,2040,0
WA,2041,0
WA,2042,0
WA,2043,0
WA,2044,0
WA,2045,0
WA,2046,0
WA,2047,0
WA,2048,0
WA,2049,0
WA,2050,0
WA,2051,0
WA,2052,0
WA,2053,0
WA,2054,0
WA,2055,0
WA,2056,0
WA,2057,0
WA,2058,0
WA,2059,0
WA,2060,0
WA,2061,0
WA,2062,0
WA,2063,0
WA,2064,0
WA,2065,0
WA,2066,0
WA,2067,0
WA,2068,0
WA,2069,0
WI,2020,832.6866435034137
WI,2021,832.6866435034137
WI,2022,832.6866435034137
WI,2023,832.6866435034137
WI,2024,832.6866435034137
WI,2025,764.7842113617533
WI,2026,644.4117180197189
WI,2027,644.4117180197189
WI,2028,588.9654138520968
WI,2029,588.9654138520968
WI,2030,585.9891708848488
WI,2031,592.9998765410332
WI,2032,600.0105821972177
WI,2033,607.021287853402
WI,2034,614.0319935095864
WI,2035,621.0426991657708
WI,2036,626.8188151466524
WI,2037,632.5949311275339
WI,2038,638.3710471084154
WI,2039,644.1471630892969
WI,2040,649.9232790701784
WI,2041,654.332527910546
WI,2042,658.7417767509136
WI,2043,663.151025591281
WI,2044,667.5602744316486
WI,2045,671.9695232720162
WI,2046,672.3222631792456
WI,2047,672.675003086475
WI,2048,673.0277429937045
WI,2049,673.3804829009338
WI,2050,673.7332228081633
WI,2051,673.7332228081633
WI,2052,673.7332228081633
WI,2053,673.7332228081633
WI,2054,673.7332228081633
WI,2055,673.7332228081633
WI,2056,673.7332228081633
WI,2057,673.7332228081633
WI,2058,673.7332228081633
WI,2059,673.7332228081633
WI,2060,673.7332228081633
WI,2061,673.7332228081633
WI,2062,673.7332228081633
WI,2063,673.7332228081633
WI,2064,673.7332228081633
WI,2065,673.7332228081633
WI,2066,673.7332228081633
WI,2067,673.7332228081633
WI,2068,673.7332228081633
WI,2069,673.7332228081633
WV,2020,1002.8836487416015
WV,2021,1002.8836487416015
WV,2022,1002.8836487416015
WV,2023,1002.8836487416015
WV,2024,1002.8836487416015
WV,2025,978.4123176775615
WV,2026,905.1085557064508
WV,2027,905.1085557064508
WV,2028,853.7408067161689
WV,2029,853.7408067161689
WV,2030,851.2054886329576
WV,2031,855.9233848921508
WV,2032,860.6412811513441
WV,2033,865.3591774105374
WV,2034,870.0770736697307
WV,2035,874.7949699289239
WV,2036,881.58521314309
WV,2037,888.375456357256
WV,2038,895.1656995714221
WV,2039,901.9559427855881
WV,2040,908.7461859997542
WV,2041,907.3352263708366
WV,2042,905.9242667419189
WV,2043,904.5133071130012
WV,2044,903.1023474840837
WV,2045,901.6913878551661
WV,2046,899.1781160161567
WV,2047,896.6648441771471
WV,2048,894.1515723381375
WV,2049,891.638300499128
WV,2050,889.1250286601186
WV,2051,889.1250286601186
WV,2052,889.1250286601186
WV,2053,889.1250286601186
WV,2054,889.1250286601186
WV,2055,889.1250286601186
WV,2056,889.1250286601186
WV,2057,889.1250286601186
WV,2058,889.1250286601186
WV,2059,889.1250286601186
WV,2060,889.1250286601186
WV,2061,889.1250286601186
WV,2062,889.1250286601186
WV,2063,889.1250286601186
WV,2064,889.1250286601186
WV,2065,889.1250286601186
WV,2066,889.1250286601186
WV,2067,889.1250286601186
WV,2068,889.1250286601186
WV,2069,889.1250286601186
WY,2020,863.5513853859867
WY,2021,863.5513853859867
WY,2022,863.5513853859867
WY,2023,863.5513853859867
WY,2024,863.5513853859867
WY,2025,761.5875059524868
WY,2026,561.8485334838364
WY,2027,561.8485334838364
WY,2028,422.5162701282215
WY,2029,422.5162701282215
WY,2030,380.95909980775724
WY,2031,391.71766697825404
WY,2032,402.4762341487509
WY,2033,413.23480131924777
WY,2034,423.99336848974457
WY,2035,434.75193566024143
WY,2036,451.8598211608675
WY,2037,468.9677066614937
WY,2038,486.07559216211985
WY,2039,503.183477662746
WY,2040,520.2913631633721
WY,2041,519.2772359300875
WY,2042,518.263108696803
WY,2043,517.2489814635185
WY,2044,516.234854230234
WY,2045,515.2207269969493
WY,2046,522.1432476763265
WY,2047,529.0657683557035
WY,2048,535.9882890350806
WY,2049,542.9108097144576
WY,2050,549.8333303938348
WY,2051,549.8333303938348
WY,2052,549.8333303938348
WY,2053,549.8333303938348
WY,2054,549.8333303938348
WY,2055,549.8333303938348
WY,2056,549.8333303938348
WY,2057,549.8333303938348
WY,2058,549.8333303938348
WY,2059,549.8333303938348
WY,2060,549.8333303938348
WY,2061,549.8333303938348
WY,2062,549.8333303938348
WY,2063,549.8333303938348
WY,2064,549.8333303938348
WY,2065,549.8333303938348
WY,2066,549.8333303938348
WY,2067,549.8333303938348
WY,2068,549.8333303938348
WY,2069,549.8333303938348
